,COMUNIDAD,S_AMOR,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_ANUAL,SEXO,EDAD,ESTUDIOS,SIT_LABORAL,STATUS,NACIONALIDAD,RELIGION,BIENESTAR,OCUPACION_Agricultor,OCUPACION_Autónomo,OCUPACION_Comerciante,OCUPACION_Director,OCUPACION_Mando,OCUPACION_Obrero,OCUPACION_Otro,F_SEXO_Diariamente,F_SEXO_Mensualmente,F_SEXO_Ocasionalmente,F_SEXO_Regularmente,F_SEXO_Sin actividad sexual
492,1,4,56,4,1,3,4,4,4,4,8,10,0,0,4,3,0,1,0,0,84,2,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
493,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,27,4,2,1,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
494,1,2,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,33,3,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
495,15,2,43,3,1,3,4,4,4,4,4,10,0,0,1,3,0,1,1,1,66,2,2,1,1,0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
496,1,5,20,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,1,32,3,2,2,1,1,4.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
497,1,5,40,5,1,3,4,4,4,4,8,7,0,0,1,3,1,1,0,0,50,2,2,1,1,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498,12,5,19,5,1,4,4,4,4,5,9,10,1,0,1,3,0,1,0,1,34,1,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
499,1,3,30,3,1,3,3,3,3,3,5,10,0,0,2,3,1,1,0,0,48,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500,1,1,35,1,1,1,2,5,3,0,1,1,0,0,1,1,0,1,0,1,58,2,2,1,1,1,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
501,15,4,37,4,1,3,4,4,4,4,7,6,0,0,2,3,0,1,0,0,61,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
502,1,4,26,4,1,3,4,5,4,4,8,8,0,0,1,3,0,1,1,0,51,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
503,12,4,22,4,1,3,4,4,4,4,7,8,0,0,5,3,0,1,1,0,44,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504,3,3,53,4,1,3,3,5,5,3,5,4,0,0,1,3,1,1,1,1,70,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
505,6,4,20,4,1,3,4,4,5,4,7,7,0,0,2,3,0,1,0,0,47,4,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,12,5,0,5,0,3,3,4,3,4,8,8,1,1,3,3,0,1,0,1,21,2,1,2,1,0,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
507,1,5,7,5,1,3,4,5,3,4,4,6,0,0,1,3,0,1,0,1,24,2,2,1,1,2,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
508,12,4,15,4,1,4,4,5,5,5,8,8,0,0,1,3,0,1,0,1,34,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
509,1,4,0,0,0,0,0,0,0,0,10,0,1,0,3,0,0,1,0,0,23,2,2,1,1,1,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
510,1,5,3,5,0,3,3,4,3,4,7,7,1,0,2,3,0,1,1,0,25,4,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
511,3,5,15,5,1,4,5,5,5,5,8,5,1,0,1,3,0,1,1,0,35,2,2,1,1,2,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
512,1,5,37,5,1,3,4,4,4,3,8,6,0,0,3,3,0,1,1,0,60,1,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
513,1,5,59,5,1,3,4,3,3,5,10,10,0,0,1,1,0,1,0,0,80,2,2,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
514,1,3,0,0,0,0,0,0,0,0,8,0,1,0,3,3,0,2,0,0,24,2,2,1,1,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
515,13,3,25,3,1,3,4,4,4,3,8,6,0,0,6,3,1,1,0,0,49,2,2,1,1,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516,1,5,11,5,1,3,4,4,4,4,8,10,1,0,1,3,0,1,0,1,29,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
517,13,4,1,4,0,3,3,4,3,4,8,6,0,0,2,3,0,1,0,1,22,2,1,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
518,2,4,20,5,1,3,4,4,4,4,7,6,0,0,6,0,0,1,0,0,48,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
519,12,5,5,5,1,4,4,5,4,5,10,10,1,0,6,3,1,1,1,0,34,1,2,1,0,2,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
520,15,3,0,0,0,0,0,0,0,0,8,0,1,1,4,3,0,2,0,0,30,2,2,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
521,12,2,47,4,1,3,4,4,3,4,7,7,0,0,1,3,1,0,0,0,78,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
522,1,4,10,5,1,4,4,4,5,5,8,8,0,0,1,3,0,1,0,1,31,4,2,2,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
523,2,5,5,4,1,3,4,4,4,4,9,9,1,0,5,3,0,1,1,1,32,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
524,1,5,20,5,1,3,4,4,4,5,10,10,0,0,1,3,1,2,0,0,42,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
525,1,5,19,4,1,3,4,5,3,5,8,7,0,0,1,3,0,1,0,0,44,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
526,15,5,1,5,1,3,4,3,4,5,8,10,0,0,2,3,0,1,1,0,19,3,2,1,1,2,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
527,15,4,0,0,0,0,0,0,0,0,8,0,1,0,6,3,0,2,0,0,25,2,2,2,1,1,4.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,12,5,6,5,0,3,3,4,3,4,7,7,1,0,1,1,0,1,0,1,24,4,2,1,1,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
529,1,4,8,5,0,3,3,4,3,4,9,8,0,0,4,3,0,1,1,0,26,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
530,3,5,1,4,1,4,4,5,4,5,9,6,0,0,6,3,1,1,0,0,34,2,2,1,1,0,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
531,6,4,25,5,1,3,4,4,4,5,6,9,0,0,2,3,0,1,0,1,43,4,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
532,16,5,20,5,1,3,4,4,4,5,9,9,0,0,1,3,0,1,0,0,39,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
533,12,4,4,4,1,3,4,4,4,5,8,8,0,0,2,3,1,1,1,0,57,4,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
534,1,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,68,0,2,0,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
535,12,5,26,4,1,4,5,5,5,4,8,10,0,0,2,3,1,1,0,0,43,4,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
536,1,4,28,4,1,3,2,2,4,4,7,7,0,0,1,3,0,1,1,0,50,3,2,1,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
537,12,5,0,0,0,0,0,0,0,0,7,0,1,1,6,3,1,1,0,1,33,4,2,1,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
538,13,5,5,5,0,3,3,4,3,4,9,7,1,0,1,3,0,2,0,0,24,4,2,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
539,1,4,7,5,0,3,3,4,3,4,8,9,1,0,2,3,1,2,0,1,25,2,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540,1,4,16,3,1,2,3,4,3,4,10,10,0,0,3,3,0,1,0,0,41,2,2,1,1,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
541,7,4,35,4,1,3,4,4,4,4,7,7,0,0,1,3,0,1,0,0,78,0,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
542,9,5,13,5,1,3,5,5,5,5,9,9,0,1,2,3,0,1,0,1,40,4,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
543,7,4,38,4,1,4,4,4,4,4,8,9,0,0,1,3,0,1,0,1,61,0,2,0,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
544,7,4,1,4,0,3,3,4,3,4,6,6,1,0,1,3,0,1,1,1,18,2,1,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
545,11,4,12,4,1,3,4,4,4,4,9,9,1,0,1,3,0,1,0,1,40,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
546,11,4,0,0,0,0,0,0,0,0,8,0,1,0,5,3,0,0,0,1,33,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
547,8,5,21,5,1,4,4,5,4,4,6,8,0,0,1,3,0,1,1,1,45,2,2,1,1,1,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
548,7,5,10,5,1,3,4,4,4,5,8,8,0,0,1,3,0,1,1,1,30,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
549,3,5,50,5,1,4,5,5,3,4,10,10,0,0,1,3,0,1,0,1,70,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
550,9,5,10,5,1,4,5,4,4,5,5,5,1,0,2,3,1,1,0,0,37,2,2,1,1,0,4.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
551,9,3,45,3,1,3,4,4,3,4,7,7,0,0,1,3,0,1,0,1,62,2,2,1,1,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,11,4,44,5,1,3,5,5,5,4,9,9,0,0,1,3,0,1,0,1,61,1,0,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
553,11,4,98,4,1,3,4,5,4,4,9,9,0,0,1,3,0,1,0,1,58,1,2,2,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
554,8,5,4,5,1,4,4,4,4,5,8,7,0,0,1,3,0,1,0,1,50,2,2,1,1,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
555,9,5,13,5,1,3,4,5,5,4,8,8,0,0,2,3,0,1,1,0,42,2,2,1,1,0,4.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556,17,4,28,4,1,2,3,4,3,3,3,2,0,0,6,3,1,2,1,0,48,2,2,1,1,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
557,4,5,45,5,1,3,4,4,4,4,10,10,0,0,1,3,0,1,1,1,67,1,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
558,4,4,7,4,1,3,5,4,5,4,7,6,0,0,3,3,0,1,0,1,29,2,2,1,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
559,17,5,23,5,1,3,4,5,4,5,8,8,0,0,2,3,0,1,0,1,39,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
560,11,5,29,5,1,4,5,5,3,4,5,7,0,0,3,3,0,1,0,1,50,4,2,1,1,0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
561,11,2,0,0,0,0,0,0,0,0,5,0,0,0,5,2,1,0,0,0,33,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
562,17,4,32,4,1,3,5,5,4,4,7,9,1,1,1,2,0,1,1,1,50,4,2,1,1,2,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
563,8,4,20,4,1,4,5,5,3,5,10,10,1,0,2,3,0,0,0,0,45,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
564,11,4,2,4,1,4,4,4,4,4,9,9,1,0,2,3,1,1,0,1,27,2,2,1,0,0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
565,8,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,82,1,2,1,1,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,17,5,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,1,0,1,56,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
567,17,1,0,0,0,0,0,0,0,0,4,0,0,1,2,3,0,1,1,1,22,1,2,1,0,0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,4,3,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,1,78,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
569,17,5,25,4,1,3,4,4,4,4,5,5,1,0,1,3,0,1,1,0,48,3,2,2,1,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,10,5,9,4,1,3,4,4,4,4,8,3,1,0,3,3,0,1,0,0,43,2,2,2,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
571,10,4,38,5,1,4,4,5,4,5,10,10,0,0,1,3,0,1,0,1,57,2,2,1,1,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
572,17,4,50,4,1,4,5,5,5,5,9,7,0,0,1,3,0,1,1,0,62,1,2,1,1,0,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
573,11,4,55,4,1,3,3,4,3,4,10,5,0,0,6,3,0,1,0,0,80,0,2,0,1,1,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
574,9,2,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,1,0,0,36,2,0,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
575,11,5,43,5,1,4,5,5,5,5,6,8,0,0,1,3,0,1,0,1,69,4,2,2,1,1,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
576,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,63,2,2,1,1,1,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
577,9,3,33,4,1,3,5,4,4,4,6,6,0,0,1,3,0,1,0,1,55,2,0,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
578,5,4,32,4,1,4,5,5,4,5,7,8,0,0,1,3,0,1,0,1,62,1,2,1,1,1,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
579,10,4,15,4,1,4,4,5,5,3,8,6,0,0,1,3,0,1,1,1,44,4,2,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
580,17,5,28,5,1,3,4,3,4,4,8,8,0,0,1,3,0,1,0,1,49,4,2,2,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581,3,5,18,4,1,3,2,5,4,4,6,10,1,0,2,3,1,1,0,1,41,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
582,4,4,14,5,1,3,5,4,5,4,7,5,1,0,4,3,0,2,0,0,52,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
583,5,5,6,5,0,3,3,4,3,4,8,8,0,0,1,3,0,1,1,1,29,3,0,1,1,0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
584,7,4,24,4,1,2,4,4,4,4,5,10,0,0,1,3,0,1,1,1,43,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
585,17,5,15,4,1,3,4,4,3,4,8,10,0,0,1,3,0,1,0,1,26,2,0,1,1,2,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
586,17,2,5,4,0,3,3,4,3,4,8,10,0,0,4,3,0,1,0,1,40,1,2,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
587,10,1,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,1,0,50,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
588,10,4,39,5,1,3,4,4,4,4,10,10,0,0,1,3,0,1,0,1,50,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
589,17,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,50,2,2,1,1,0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
590,9,4,13,4,1,3,4,4,4,4,6,6,0,0,5,3,1,1,0,1,53,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
591,9,3,0,0,0,0,0,0,0,0,7,0,1,0,1,3,1,1,0,0,19,2,1,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
592,17,3,26,3,1,3,4,4,2,3,6,5,0,0,3,3,1,1,0,1,50,4,2,2,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
593,9,5,38,4,1,3,4,4,3,4,7,7,0,0,1,3,0,1,0,1,65,2,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
594,11,4,15,4,1,4,3,4,4,4,8,6,1,0,1,2,0,1,0,0,42,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
595,7,4,22,4,1,3,3,4,4,4,8,8,1,0,1,3,0,1,0,1,44,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
596,9,5,0,5,0,3,3,4,3,4,7,7,1,0,1,3,0,1,0,1,20,0,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
597,5,5,1,5,1,3,4,4,4,4,6,6,1,0,4,3,0,1,1,1,19,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
598,8,4,40,4,1,4,3,4,4,3,6,6,0,0,1,3,0,1,1,1,62,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
599,8,4,0,0,0,0,0,0,0,0,8,0,0,0,6,3,1,2,0,0,77,1,2,1,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600,9,4,1,4,0,3,3,4,3,4,6,6,0,0,3,3,1,1,0,1,49,2,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
601,9,5,11,4,1,4,5,5,5,5,10,10,0,0,1,3,0,1,0,1,45,1,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
602,11,5,14,4,1,3,3,4,5,5,5,8,1,0,2,3,0,1,0,1,44,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,8,5,0,0,0,0,0,0,0,0,10,0,0,0,2,2,1,2,0,0,26,1,2,1,1,0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
604,8,4,41,5,1,3,4,4,4,4,8,8,0,0,1,3,0,1,1,1,62,2,2,1,1,1,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
605,9,4,0,0,0,0,0,0,0,0,8,0,1,0,3,3,1,1,1,0,38,4,2,1,1,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
606,9,4,32,4,1,3,4,4,4,4,6,8,0,0,1,3,0,1,1,1,54,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
607,11,4,34,4,1,3,2,4,3,4,5,8,0,0,1,3,0,1,0,1,49,2,2,2,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
608,17,4,6,4,1,4,5,4,3,5,0,0,0,0,6,3,0,1,0,0,51,3,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,9,4,17,4,1,3,4,4,4,4,8,8,0,1,2,3,1,1,0,1,48,2,2,1,1,2,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610,9,3,18,4,1,3,4,4,3,4,7,7,0,0,1,3,0,1,0,1,34,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
611,10,5,45,5,1,4,5,4,4,4,8,9,0,0,1,3,0,1,0,1,67,2,2,1,1,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
612,17,4,20,3,1,2,3,4,4,4,7,7,0,0,2,2,0,1,1,0,50,3,2,2,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,17,4,23,4,1,3,4,4,4,4,8,8,0,0,1,1,0,1,1,1,37,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
614,11,4,20,5,1,2,3,5,4,3,5,4,0,0,6,1,0,1,0,0,45,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,17,5,25,5,1,3,4,5,4,5,7,7,1,0,2,3,0,1,1,0,45,3,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
616,5,5,34,5,1,4,5,5,5,5,10,10,0,0,1,3,0,1,0,1,55,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
617,7,4,20,5,1,4,5,5,4,5,5,7,0,0,2,3,1,1,0,1,40,2,0,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
618,4,2,12,3,1,3,4,5,1,2,8,2,1,0,1,1,0,1,1,1,46,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
